"IATA","airportID","name","city","country","ICAO","latitude","longitude","altitude","timezone","DST","tzFormat","typeAirport","Source","totalFlights"
"ALU",5685,"Alula Airport","Alula","Somalia","HCMA",11.9582,50.748,6,3,"U","Africa/Mogadishu","airport","OurAirports",\N
"ALW",5719,"Walla Walla Regional Airport","Walla Walla","United States","KALW",46.09489822,-118.288002,1194,-8,"A","America/Los_Angeles","airport","OurAirports",1
"ALX",11022,"Thomas C Russell Field","Alexander City","United States","KALX",32.9146995544,-85.9629974365,686,-5,"A",\N,"airport","OurAirports",\N
"ALY",1126,"El Nouzha Airport","Alexandria","Egypt","HEAX",31.1839008331299,29.9489002227783,-6,2,"U","Africa/Cairo","airport","OurAirports",\N
"AMA",3840,"Rick Husband Amarillo International Airport","Amarillo","United States","KAMA",35.2193984985352,-101.706001281738,3607,-6,"A","America/Chicago","airport","OurAirports",9
"AMB",926,"Ambilobe Airport","Ambilobe","Madagascar","FMNE",-13.1884002685547,48.9879989624023,72,3,"U","Indian/Antananarivo","airport","OurAirports",\N
"AMC",7413,"Am Timan Airport","Am Timan","Chad","FTTN",11.0340003967,20.2740001678,1420,1,"U","Africa/Ndjamena","airport","OurAirports",\N
"AMD",2994,"Sardar Vallabhbhai Patel International Airport","Ahmedabad","India","VAAH",23.0771999359,72.6346969604,189,5.5,"N","Asia/Calcutta","airport","OurAirports",35
"AMH",1109,"Arba Minch Airport","Arba Minch","Ethiopia","HAAM",6.03939008712769,37.5904998779297,3901,3,"U","Africa/Addis_Ababa","airport","OurAirports",2
"AMI",3923,"Selaparang Airport","Mataram","Indonesia","WADA",-8.56070995331,116.095001221,52,8,"N","Asia/Makassar","airport","OurAirports",\N
"AMM",2170,"Queen Alia International Airport","Amman","Jordan","OJAI",31.7226009369,35.9931983948,2395,2,"E","Asia/Amman","airport","OurAirports",112
"AMQ",3256,"Pattimura Airport, Ambon","Ambon","Indonesia","WAPP",-3.7102599144,128.089004517,33,9,"N","Asia/Jayapura","airport","OurAirports",14
"AMS",580,"Amsterdam Airport Schiphol","Amsterdam","Netherlands","EHAM",52.3086013794,4.76388978958,-11,1,"E","Europe/Amsterdam","airport","OurAirports",450
"AMV",6112,"Amderma Airport","Amderma","Russia","ULDD",69.763298034668,61.5564002990723,13,3,"N","Europe/Moscow","airport","OurAirports",\N
"AMZ",2008,"Ardmore Airport","Ardmore","New Zealand","NZAR",-37.0297012329102,174.973007202148,111,12,"Z","Pacific/Auckland","airport","OurAirports",\N
"ANB",3485,"Anniston Metropolitan Airport","Anniston","United States","KANB",33.58819962,-85.85810089,612,-6,"A","America/Chicago","airport","OurAirports",\N
"ANC",3774,"Ted Stevens Anchorage International Airport","Anchorage","United States","PANC",61.1744003295898,-149.996002197266,152,-9,"A","America/Anchorage","airport","OurAirports",59
"AND",3466,"Anderson Regional Airport","Andersen","United States","KAND",34.4945983887,-82.7093963623,782,-5,"A","America/New_York","airport","OurAirports",\N
"ANE",5783,"Angers-Loire Airport","Angers/Marcé","France","LFJR",47.5602989196777,-0.312222003936768,194,1,"E","Europe/Paris","airport","OurAirports",\N
"ANF",2651,"Cerro Moreno Airport","Antofagasta","Chile","SCFA",-23.4444999694824,-70.4450988769531,455,-4,"S","America/Santiago","airport","OurAirports",11
"ANG",1277,"Angoulême-Brie-Champniers Airport","Angouleme","France","LFBU",45.7291984558105,0.221456006169319,436,1,"E","Europe/Paris","airport","OurAirports",1
"ANI",5967,"Aniak Airport","Aniak","United States","PANI",61.581600189209,-159.542999267578,88,-9,"A","America/Anchorage","airport","OurAirports",13
"ANK",1683,"Etimesgut Air Base","Ankara","Turkey","LTAD",39.949798584,32.6885986328,2653,3,"E","Europe/Istanbul","airport","OurAirports",\N
"ANM",927,"Antsirabato Airport","Antalaha","Madagascar","FMNH",-14.999400138855,50.3202018737793,20,3,"U","Indian/Antananarivo","airport","OurAirports",3
"ANN",3477,"Annette Island Airport","Annette Island","United States","PANT",55.0424003601074,-131.572006225586,119,-9,"A","America/Anchorage","airport","OurAirports",\N
"ANP",8935,"Lee Airport","Annapolis","United States","KANP",38.942902,-76.568398,34,-5,"A","America/New_York","airport","OurAirports",\N
"ANQ",8553,"Tri State Steuben County Airport","Angola","United States","KANQ",41.639702,-85.083504,995,-5,"A","America/New_York","airport","OurAirports",\N
"ANR",299,"Antwerp International Airport (Deurne)","Antwerp","Belgium","EBAW",51.1893997192,4.46027994156,39,1,"E","Europe/Brussels","airport","OurAirports",2
"ANS",2787,"Andahuaylas Airport","Andahuaylas","Peru","SPHY",-13.7063999176025,-73.3504028320312,11300,-5,"U","America/Lima","airport","OurAirports",1
"ANU",2874,"V.C. Bird International Airport","Antigua","Antigua and Barbuda","TAPA",17.1367,-61.792702,62,-4,"U","America/Antigua","airport","OurAirports",34
"ANV",6713,"Anvik Airport","Anvik","United States","PANV",62.646702,-160.190994,291,-9,"A","America/Anchorage","airport","OurAirports",3
"ANX",631,"Andøya Airport","Andoya","Norway","ENAN",69.292503356934,16.144199371338,43,1,"E","Europe/Oslo","airport","OurAirports",4
"AOC",318,"Altenburg-Nobitz Airport","Altenburg","Germany","EDAC",50.9819450378418,12.5063886642456,640,1,"E","Europe/Berlin","airport","OurAirports",\N
"AOE",6780,"Anadolu Airport","Eskissehir","Turkey","LTBY",39.809898,30.5194,2588,3,"E","Europe/Istanbul","airport","OurAirports",1
"AOG",9844,"Anshan Air Base","Anshan","China","ZYAS",41.105301,122.853996,0,8,"N","Asia/Shanghai","airport","OurAirports",3
"AOH",8784,"Lima Allen County Airport","Lima","United States","KAOH",40.706902,-84.026703,975,-5,"A","America/New_York","airport","OurAirports",\N
"AOI",4309,"Ancona Falconara Airport","Ancona","Italy","LIPY",43.616299,13.3623,49,1,"E","Europe/Rome","airport","OurAirports",10
"AOJ",2340,"Aomori Airport","Aomori","Japan","RJSA",40.7346992492676,140.690994262695,664,9,"U","Asia/Tokyo","airport","OurAirports",5
"AOK",1459,"Karpathos Airport","Karpathos","Greece","LGKP",35.4213981628418,27.1459999084473,66,2,"E","Europe/Athens","airport","OurAirports",7
"AOL",2472,"Paso De Los Libres Airport","Paso De Los Libres","Argentina","SARL",-29.6894,-57.1521,230,-3,"N","America/Cordoba","airport","OurAirports",\N
"AOO",3694,"Altoona Blair County Airport","Altoona","United States","KAOO",40.29639816,-78.31999969,1503,-5,"A","America/New_York","airport","OurAirports",2
"AOR",3296,"Sultan Abdul Halim Airport","Alor Setar","Malaysia","WMKA",6.18967008590698,100.398002624512,15,8,"N","Asia/Kuala_Lumpur","airport","OurAirports",5
"AOT",5791,"Aosta Airport","Aosta","Italy","LIMW",45.738499,7.36872,1791,1,"E","Europe/Rome","airport","OurAirports",\N
"AOU",11291,"Attopeu Airport","Attopeu","Laos","VLAP",14.814715357,106.821699142,344,7,"N",\N,"airport","OurAirports",\N
"APA",4222,"Centennial Airport","Denver","United States","KAPA",39.57009888,-104.848999,5885,-7,"A","America/Denver","airport","OurAirports",\N
"APC",7658,"Napa County Airport","Napa","United States","KAPC",38.2132,-122.280998,35,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"APF",4012,"Naples Municipal Airport","Naples","United States","KAPF",26.1525993347,-81.7752990723,8,-5,"A","America/New_York","airport","OurAirports",1
"APG",3772,"Phillips Army Air Field","Aberdeen","United States","KAPG",39.466202,-76.1688,57,-5,"A","America/New_York","airport","OurAirports",\N
"API",11938,"Gomez Nino Apiay Air Base","Apiay","Colombia","SKAP",4.07607,-73.5627,1207,\N,\N,\N,"airport","OurAirports",\N
"APK",5888,"Apataki Airport","Apataki","French Polynesia","NTGD",-15.5735998153687,-146.414993286133,8,-10,"U","Pacific/Tahiti","airport","OurAirports",\N
"APL",984,"Nampula Airport","Nampula","Mozambique","FQNP",-15.1056003570557,39.2817993164062,1444,2,"U","Africa/Maputo","airport","OurAirports",9
"APN",5720,"Alpena County Regional Airport","Alpena","United States","KAPN",45.0780983,-83.56030273,690,-5,"A","America/New_York","airport","OurAirports",2
"APO",2726,"Antonio Roldan Betancourt Airport","Carepa","Colombia","SKLC",7.81196,-76.7164,46,-5,"U","America/Bogota","airport","OurAirports",4
"APQ",11210,"Arapiraca Airport","Arapiraca","Brazil","SNAL",-9.77536010742188,-36.6291999816895,886,-3,"N",\N,"airport","OurAirports",\N
"APW",1969,"Faleolo International Airport","Faleolo","Samoa","NSFA",-13.8299999237061,-172.007995605469,58,13,"U","Pacific/Apia","airport","OurAirports",6
"APZ",7221,"Zapala Airport","ZAPALA","Argentina","SAHZ",-38.975498,-70.113602,3330,-3,"N","America/Argentina/Salta","airport","OurAirports",\N
"AQA",2521,"Araraquara Airport","Araracuara","Brazil","SBAQ",-21.8120002747,-48.1329994202,2334,-3,"S","America/Sao_Paulo","airport","OurAirports",1
"AQB",9393,"Santa Cruz del Quiche Airport","Santa Cruz des Quiche","Guatemala","MGQC",15.0122003555298,-91.1505966186523,6631,-6,"S","America/Guatemala","airport","OurAirports",\N
"AQC",7244,"Klawock Seaplane Base","Klawock","United States","PAQC",55.5546989440918,-133.102005004883,0,-9,"A","America/Anchorage","airport","OurAirports",\N
"AQG",6427,"Anqing Tianzhushan Airport","Anqing","China","ZSAQ",30.582199,117.050003,0,8,"N","Asia/Shanghai","airport","OurAirports",7
"AQI",2076,"Al Qaisumah/Hafr Al Batin Airport","Hafr Al-batin","Saudi Arabia","OEPA",28.335199,46.125099,1174,3,"U","Asia/Riyadh","airport","OurAirports",2
"AQJ",2172,"Aqaba King Hussein International Airport","Aqaba","Jordan","OJAQ",29.6116008758545,35.0181007385254,175,2,"E","Asia/Amman","airport","OurAirports",2
"AQP",2802,"Rodríguez Ballón International Airport","Arequipa","Peru","SPQU",-16.3411006927,-71.5830993652,8405,-5,"U","America/Lima","airport","OurAirports",10
"ARA",3471,"Acadiana Regional Airport","Louisiana","United States","KARA",30.0378,-91.883904,24,-6,"A","America/Chicago","airport","OurAirports",\N
"ARB",8989,"Ann Arbor Municipal Airport","Ann Arbor","United States","KARB",42.2229995728,-83.7455978394,839,-5,"A","America/New_York","airport","OurAirports",\N
"ARC",6729,"Arctic Village Airport","Arctic Village","United States","PARC",68.1147,-145.578995,2092,-9,"A","America/Anchorage","airport","OurAirports",1
"ARD",6213,"Mali Airport","Alor Island","Indonesia","WATM",-8.13234043121338,124.59700012207,10,8,"N","Asia/Makassar","airport","OurAirports",\N
"ARE",6917,"Antonio Nery Juarbe Pol Airport","Arecibo","Puerto Rico","TJAB",18.4500007629,-66.6753005981,23,-4,"N","America/Puerto_Rico","airport","OurAirports",\N
"ARH",4362,"Talagi Airport","Arkhangelsk","Russia","ULAA",64.6003036499023,40.7167015075684,62,3,"N","Europe/Moscow","airport","OurAirports",9
"ARI",2641,"Chacalluta Airport","Arica","Chile","SCAR",-18.3484992980957,-70.3386993408203,167,-4,"S","America/Santiago","airport","OurAirports",4
"ARK",1176,"Arusha Airport","Arusha","Tanzania","HTAR",-3.36778998374939,36.63330078125,4550,3,"U","Africa/Dar_es_Salaam","airport","OurAirports",1
"ARM",4062,"Armidale Airport","Armidale","Australia","YARM",-30.5280990601,151.617004395,3556,10,"O","Australia/Sydney","airport","OurAirports",2
"ARN",737,"Stockholm-Arlanda Airport","Stockholm","Sweden","ESSA",59.651901245117,17.918600082397,137,1,"E","Europe/Stockholm","airport","OurAirports",220
"ARR",7311,"D. Casimiro Szlapelis Airport","Alto Rio Senguer","Argentina","SAVR",-45.013599,-70.812202,2286,-3,"N","America/Catamarca","airport","OurAirports",\N
"ART",3838,"Watertown International Airport","Watertown","United States","KART",43.9919013977051,-76.0216979980469,325,-5,"A","America/New_York","airport","OurAirports",4
"ARU",2525,"Araçatuba Airport","Aracatuba","Brazil","SBAU",-21.1413002014,-50.4247016907,1361,-3,"S","America/Sao_Paulo","airport","OurAirports",2
"ARV",7020,"Lakeland-Noble F. Lee Memorial field","Minocqua - Woodruff","United States","KARV",45.92789841,-89.73090363,1629,-6,"A","America/Chicago","airport","OurAirports",\N
"ARW",1647,"Arad International Airport","Arad","Romania","LRAR",46.1766014099121,21.261999130249,352,2,"E","Europe/Bucharest","airport","OurAirports",1
"ARY",12012,"Ararat Airport",\N,"Australia","YARA",-37.309398651123,142.988998413086,1008,\N,\N,\N,"airport","OurAirports",\N
"ASA",3966,"Assab International Airport","Assab","Eritrea","HHSB",13.0718002319336,42.6450004577637,46,3,"U","Africa/Asmera","airport","OurAirports",\N
"ASB",2976,"Ashgabat Airport","Ashkhabad","Turkmenistan","UTAA",37.9868011474609,58.3610000610352,692,5,"U","Asia/Ashgabat","airport","OurAirports",15
"ASD",1928,"Andros Town Airport","Andros Town","Bahamas","MYAF",24.6979007720947,-77.7956008911133,5,-5,"U","America/Nassau","airport","OurAirports",\N
"ASE",7001,"Aspen-Pitkin Co/Sardy Field","Aspen","United States","KASE",39.22320175,-106.8690033,7820,-7,"A","America/Denver","airport","OurAirports",2
"ASF",2966,"Astrakhan Airport","Astrakhan","Russia","URWA",46.2832984924,48.0063018799,-65,4,"N","Europe/Samara","airport","OurAirports",8
"ASH",8287,"Boire Field","Nashua","United States","KASH",42.7817001343,-71.5148010254,199,-5,"A","America/New_York","airport","OurAirports",\N
"ASI",892,"RAF Ascension Island","Wide Awake","Saint Helena","FHAW",-7.96960020065308,-14.3936996459961,278,0,"N","Atlantic/St_Helena","airport","OurAirports",\N
"ASJ",2316,"Amami Airport","Amami","Japan","RJKA",28.4305992126465,129.712997436523,27,9,"U","Asia/Tokyo","airport","OurAirports",2
"ASK",259,"Yamoussoukro Airport","Yamoussoukro","Cote d'Ivoire","DIYO",6.9031701088,-5.36558008194,699,0,"N","Africa/Abidjan","airport","OurAirports",\N
"ASM",3967,"Asmara International Airport","Asmara","Eritrea","HHAS",15.2918996810913,38.910701751709,7661,3,"U","Africa/Asmera","airport","OurAirports",8
"ASN",11004,"Talladega Municipal Airport","Talladega","United States","KASN",33.5699005127,-86.0509033203,529,-5,"A",\N,"airport","OurAirports",\N
"ASO",1119,"Asosa Airport","Asosa","Ethiopia","HASO",10.018500328064,34.5862998962402,5100,3,"U","Africa/Addis_Ababa","airport","OurAirports",2
"ASP",3319,"Alice Springs Airport","Alice Springs","Australia","YBAS",-23.8066997528076,133.901992797852,1789,9.5,"N","Australia/Darwin","airport","OurAirports",13
"ASR",1696,"Kayseri Erkilet Airport","Kayseri","Turkey","LTAU",38.770401001,35.4953994751,3463,3,"E","Europe/Istanbul","airport","OurAirports",8
"AST",7085,"Astoria Regional Airport","Astoria","United States","KAST",46.158000946,-123.878997803,15,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"ASU",2699,"Silvio Pettirossi International Airport","Asuncion","Paraguay","SGAS",-25.2399997711182,-57.5200004577637,292,-4,"S","America/Asuncion","airport","OurAirports",18
"ASV",5692,"Amboseli Airport","Amboseli National Park","Kenya","HKAM",-2.64505004882812,37.253101348877,3755,3,"U","Africa/Nairobi","airport","OurAirports",1
"ASW",1136,"Aswan International Airport","Aswan","Egypt","HESN",23.9643993378,32.8199996948,662,2,"U","Africa/Cairo","airport","OurAirports",4
"ATA",2788,"Comandante FAP German Arias Graziani Airport","Anta","Peru","SPHZ",-9.34743976593018,-77.5983963012695,9097,-5,"U","America/Lima","airport","OurAirports",1
"ATB",5700,"Atbara Airport","Atbara","Sudan","HSAT",17.7103443145752,34.0570182800293,1181,3,"U","Africa/Khartoum","airport","OurAirports",\N
"ATC",5857,"Arthur's Town Airport","Arthur's Town","Bahamas","MYCA",24.6294002533,-75.6737976074,18,-5,"U","America/Nassau","airport","OurAirports",3
"ATD",5404,"Uru Harbour Airport","Atoifi","Solomon Islands","AGAT",-8.87333,161.011002,0,11,"U","Pacific/Guadalcanal","airport","OurAirports",1
"ATF",2668,"Chachoán Airport","Ambato","Ecuador","SEAM",-1.21206998825073,-78.5746002197266,8502,-5,"U","America/Guayaquil","airport","OurAirports",\N
"ATG",11909,"Minhas Air Base","Kamra","Pakistan","OPMS",33.8690986633,72.4009017944,1023,\N,\N,\N,"airport","OurAirports",\N
"ATH",3941,"Eleftherios Venizelos International Airport","Athens","Greece","LGAV",37.9364013672,23.9444999695,308,2,"E","Europe/Athens","airport","OurAirports",206
"ATI",11270,"Artigas International Airport","Artigas ","Uruguay","SUAG",-30.4006996154785,-56.5079002380371,410,-3,"S",\N,"airport","OurAirports",\N
"ATJ",8721,"Antsirabe Airport","Antsirabe","Madagascar","FMME",-19.8392214824,47.0637130737,4997,3,"U","Indian/Antananarivo","airport","OurAirports",\N
"ATK",6714,"Atqasuk Edward Burnell Sr Memorial Airport","Atqasuk","United States","PATQ",70.4673004150391,-157.436004638672,96,-9,"A","America/Anchorage","airport","OurAirports",2
"ATL",3682,"Hartsfield Jackson Atlanta International Airport","Atlanta","United States","KATL",33.6366996765137,-84.4281005859375,1026,-5,"A","America/New_York","airport","OurAirports",911
"ATM",2566,"Altamira Airport","Altamira","Brazil","SBHT",-3.2539100646973,-52.254001617432,369,-3,"S","America/Belem","airport","OurAirports",3
"ATQ",3081,"Sri Guru Ram Dass Jee International Airport","Amritsar","India","VIAR",31.7096004486,74.7973022461,756,5.5,"N","Asia/Calcutta","airport","OurAirports",9
"ATR",1096,"Atar International Airport","Atar","Mauritania","GQPA",20.506799697876,-13.0431995391846,734,0,"N","Africa/Nouakchott","airport","OurAirports",\N
"ATW",4047,"Appleton International Airport","Appleton","United States","KATW",44.2580986023,-88.5190963745,918,-6,"A","America/Chicago","airport","OurAirports",9
"ATY",5721,"Watertown Regional Airport","Watertown","United States","KATY",44.91400146,-97.15470123,1749,-6,"A","America/Chicago","airport","OurAirports",3
"ATZ",5691,"Assiut International Airport","Asyut","Egypt","HEAT",27.0464992523,31.0119991302,772,2,"U","Africa/Cairo","airport","OurAirports",6
"AUA",2895,"Queen Beatrix International Airport","Oranjestad","Aruba","TNCA",12.5013999938965,-70.0151977539062,60,-4,"U","America/Aruba","airport","OurAirports",46
"AUC",2752,"Santiago Perez Airport","Arauca","Colombia","SKUC",7.06888,-70.7369,420,-5,"U","America/Bogota","airport","OurAirports",2
"AUF",1328,"Auxerre-Branches Airport","Auxerre","France","LFLA",47.8502006530762,3.49710988998413,523,1,"E","Europe/Paris","airport","OurAirports",\N
"AUG",3701,"Augusta State Airport","Augusta","United States","KAUG",44.3205986023,-69.7973022461,352,-5,"A","America/New_York","airport","OurAirports",1
"AUH",2179,"Abu Dhabi International Airport","Abu Dhabi","United Arab Emirates","OMAA",24.4330005645752,54.6511001586914,88,4,"U","Asia/Dubai","airport","OurAirports",236
